"TIME","R1(1)","R1(1)","R2(1)"
0,0,0,0
1.111111111e-07,0.00209437,0.00209437,4.65221e-06
1.204583197e-07,0.00227056,0.00227056,5.07644e-06
1.391527369e-07,0.00262294,0.00262294,6.00373e-06
1.765415713e-07,0.00332769,0.00332769,8.23658e-06
2.5131924e-07,0.00473721,0.00473721,1.42643e-05
4.008745775e-07,0.00755623,0.00755623,3.25955e-05
6.999852526e-07,0.0131935,0.0131935,9.42925e-05
1.298206603e-06,0.0244681,0.0244681,0.000317045
2.494649303e-06,0.0470057,0.0470057,0.00115358
4.887534703e-06,0.0919975,0.0919975,0.00433979
9.673305503e-06,0.181329,0.181329,0.0163614
1.843942072e-05,0.340619,0.340619,0.0553693
2.955053183e-05,0.528654,0.528654,0.129908
4.066164294e-05,0.693585,0.693585,0.224238
5.177275405e-05,0.828203,0.828203,0.329491
6.288386516e-05,0.926624,0.926624,0.437013
7.399497627e-05,0.984548,0.984548,0.538775
8.510608738e-05,0.999442,0.999442,0.627637
9.621719849e-05,0.970655,0.970655,0.697561
0.0001073283096,0.899447,0.899447,0.743767
0.0001184394207,0.788928,0.788928,0.762861
0.0001295505318,0.643929,0.643929,0.752912
0.0001406616429,0.470787,0.470787,0.713482
0.000151772754,0.27707,0.27707,0.645599
0.0001628838651,0.0712437,0.0712437,0.551673
0.0001739949762,-0.137696,-0.137696,0.435369
0.0001851060873,-0.340619,-0.340619,0.301417
0.0001962171984,-0.528654,-0.528654,0.155392
0.0002073283096,-0.693585,-0.693585,0.00345144
0.0002184394207,-0.828203,-0.828203,-0.147942
0.0002295505318,-0.926624,-0.926624,-0.292313
0.0002406616429,-0.984548,-0.984548,-0.423466
0.000251772754,-0.999442,-0.999442,-0.535758
0.0002628838651,-0.970655,-0.970655,-0.624354
0.0002739949762,-0.899447,-0.899447,-0.685438
0.0002851060873,-0.788928,-0.788928,-0.716386
0.0002962171984,-0.643929,-0.643929,-0.715883
0.0003073283096,-0.470787,-0.470787,-0.683979
0.0003184394207,-0.27707,-0.27707,-0.622092
0.0003295505318,-0.0712437,-0.0712437,-0.532944
0.0003406616429,0.137696,0.137696,-0.420446
0.000351772754,0.340619,0.340619,-0.289528
0.0003628838651,0.528654,0.528654,-0.145919
0.0003739949762,0.693585,0.693585,0.00409634
0.0003851060873,0.828203,0.828203,0.153956
0.0003962171984,0.926624,0.926624,0.297105
0.0004073283096,0.984548,0.984548,0.427284
0.0004184394207,0.999442,0.999442,0.5388
0.0004295505318,0.970655,0.970655,0.626777
0.0004406616429,0.899447,0.899447,0.687369
0.000451772754,0.788928,0.788928,0.717925
0.0004628838651,0.643929,0.643929,0.717109
0.0004739949762,0.470787,0.470787,0.684956
0.0004851060873,0.27707,0.27707,0.62287
0.0004962171984,0.0712437,0.0712437,0.533564
0.0005073283096,-0.137696,-0.137696,0.42094
0.0005184394207,-0.340619,-0.340619,0.289921
0.0005295505318,-0.528654,-0.528654,0.146232
0.0005406616429,-0.693585,-0.693585,-0.00384648
0.000551772754,-0.828203,-0.828203,-0.153757
0.0005628838651,-0.926624,-0.926624,-0.296946
0.0005739949762,-0.984548,-0.984548,-0.427157
0.0005851060873,-0.999442,-0.999442,-0.538699
0.0005962171984,-0.970655,-0.970655,-0.626697
0.0006073283096,-0.899447,-0.899447,-0.687305
0.0006184394207,-0.788928,-0.788928,-0.717874
0.0006295505318,-0.643929,-0.643929,-0.717069
0.0006406616429,-0.470787,-0.470787,-0.684924
0.000651772754,-0.27707,-0.27707,-0.622844
0.0006628838651,-0.0712437,-0.0712437,-0.533543
0.0006739949762,0.137696,0.137696,-0.420924
0.0006851060873,0.340619,0.340619,-0.289908
0.0006962171984,0.528654,0.528654,-0.146222
0.0007073283096,0.693585,0.693585,0.00385475
0.0007184394207,0.828203,0.828203,0.153763
0.0007295505318,0.926624,0.926624,0.296951
0.0007406616429,0.984548,0.984548,0.427161
0.000751772754,0.999442,0.999442,0.538702
0.0007628838651,0.970655,0.970655,0.6267
0.0007739949762,0.899447,0.899447,0.687307
0.0007851060873,0.788928,0.788928,0.717876
0.0007962171984,0.643929,0.643929,0.71707
0.0008073283096,0.470787,0.470787,0.684925
0.0008184394207,0.27707,0.27707,0.622845
0.0008295505318,0.0712437,0.0712437,0.533544
0.0008406616429,-0.137696,-0.137696,0.420925
0.000851772754,-0.340619,-0.340619,0.289909
0.0008628838651,-0.528654,-0.528654,0.146222
0.0008739949762,-0.693585,-0.693585,-0.00385448
0.0008851060873,-0.828203,-0.828203,-0.153763
0.0008962171984,-0.926624,-0.926624,-0.296951
0.0009073283096,-0.984548,-0.984548,-0.427161
0.0009184394207,-0.999442,-0.999442,-0.538702
0.0009295505318,-0.970655,-0.970655,-0.626699
0.0009406616429,-0.899447,-0.899447,-0.687307
0.000951772754,-0.788928,-0.788928,-0.717876
0.0009628838651,-0.643929,-0.643929,-0.71707
0.0009739949762,-0.470787,-0.470787,-0.684925
0.0009851060873,-0.27707,-0.27707,-0.622845
0.0009962171984,-0.0712437,-0.0712437,-0.533544
0.001,-7.34788e-16,-7.34788e-16,-0.497335
