"TIME","R1(1)","R1(1)","R2(1)"
0,0,0,0
1.851851852e-07,0.00209437,0.00209437,7.73666e-06
2.007792528e-07,0.00227073,0.00227073,8.44294e-06
2.319673881e-07,0.00262346,0.00262346,9.98691e-06
2.943436585e-07,0.00332891,0.00332891,1.37053e-05
4.190961995e-07,0.00473982,0.00473982,2.37434e-05
6.686012815e-07,0.00756163,0.00756163,5.42579e-05
1.167611445e-06,0.0132045,0.0132045,0.000156815
2.165631773e-06,0.0244902,0.0244902,0.000525881
4.161672429e-06,0.04705,0.04705,0.00190251
8.15375374e-06,0.0920861,0.0920861,0.00707581
1.613791636e-05,0.181504,0.181504,0.0261
2.785230938e-05,0.309819,0.309819,0.0715059
4.531212633e-05,0.49033,0.49033,0.167347
6.383064485e-05,0.660818,0.660818,0.291971
8.234916337e-05,0.802425,0.802425,0.42624
0.0001008676818,0.908962,0.908962,0.557556
0.0001193862004,0.975773,0.975773,0.675275
0.0001379047189,0.999938,0.999938,0.770805
0.0001564232374,0.980401,0.980401,0.837598
0.0001749417559,0.918016,0.918016,0.871119
0.0001934602744,0.815509,0.815509,0.86881
0.0002119787929,0.677361,0.677361,0.830035
0.0002304973115,0.509608,0.509608,0.755994
0.00024901583,0.319584,0.319584,0.64959
0.0002675343485,0.115591,0.115591,0.51525
0.000286052867,-0.0934524,-0.0934524,0.358695
0.0003045713855,-0.298412,-0.298412,0.186668
0.0003230899041,-0.49033,-0.49033,0.0066199
0.0003416084226,-0.660818,-0.660818,-0.173626
0.0003601269411,-0.802425,-0.802425,-0.346222
0.0003786454596,-0.908962,-0.908962,-0.503646
0.0003971639781,-0.975773,-0.975773,-0.63903
0.0004156824967,-0.999938,-0.999938,-0.746467
0.0004342010152,-0.980401,-0.980401,-0.821267
0.0004527195337,-0.918016,-0.918016,-0.860165
0.0004712380522,-0.815509,-0.815509,-0.861465
0.0004897565707,-0.677361,-0.677361,-0.825111
0.0005082750892,-0.509608,-0.509608,-0.752693
0.0005267936078,-0.319584,-0.319584,-0.647377
0.0005453121263,-0.115591,-0.115591,-0.513766
0.0005638306448,0.0934524,0.0934524,-0.357701
0.0005823491633,0.298412,0.298412,-0.186002
0.0006008676818,0.49033,0.49033,-0.00617322
0.0006193862004,0.660818,0.660818,0.173925
0.0006379047189,0.802425,0.802425,0.346423
0.0006564232374,0.908962,0.908962,0.50378
0.0006749417559,0.975773,0.975773,0.63912
0.0006934602744,0.999938,0.999938,0.746527
0.0007119787929,0.980401,0.980401,0.821307
0.0007304973115,0.918016,0.918016,0.860193
0.00074901583,0.815509,0.815509,0.861483
0.0007675343485,0.677361,0.677361,0.825123
0.000786052867,0.509608,0.509608,0.752701
0.0008045713855,0.319584,0.319584,0.647383
0.0008230899041,0.115591,0.115591,0.51377
0.0008416084226,-0.0934524,-0.0934524,0.357704
0.0008601269411,-0.298412,-0.298412,0.186004
0.0008786454596,-0.49033,-0.49033,0.00617433
0.0008971639781,-0.660818,-0.660818,-0.173925
0.0009156824967,-0.802425,-0.802425,-0.346422
0.0009342010152,-0.908962,-0.908962,-0.50378
0.0009527195337,-0.975773,-0.975773,-0.63912
0.0009712380522,-0.999938,-0.999938,-0.746527
0.0009897565707,-0.980401,-0.980401,-0.821307
0.001,-0.945893,-0.945893,-0.842816
