"TIME","R1(1)","R1(1)","R2(1)"
0,0,0,0
8.333333333e-08,0.00209437,0.00209437,3.49319e-06
9.034114329e-08,0.00227049,0.00227049,3.81158e-06
1.043567632e-07,0.00262274,0.00262274,4.5075e-06
1.32388003e-07,0.00332724,0.00332724,6.18305e-06
1.884504826e-07,0.00473623,0.00473623,1.0706e-05
3.005754418e-07,0.00755421,0.00755421,2.44622e-05
5.248253603e-07,0.0131894,0.0131894,7.07839e-05
9.733251972e-07,0.0244598,0.0244598,0.000238226
1.870324871e-06,0.046989,0.046989,0.000868659
3.664324219e-06,0.0919643,0.0919643,0.00328214
7.252322914e-06,0.181263,0.181263,0.0124794
1.442832031e-05,0.354728,0.354728,0.0463837
2.276165364e-05,0.541368,0.541368,0.107198
3.109498697e-05,0.704347,0.704347,0.18513
3.942832031e-05,0.836542,0.836542,0.273609
4.776165364e-05,0.932177,0.932177,0.365955
5.609498697e-05,0.987071,0.987071,0.455702
6.442832031e-05,0.998826,0.998826,0.536858
7.276165364e-05,0.966927,0.966927,0.60412
8.109498697e-05,0.892768,0.892768,0.653066
8.942832031e-05,0.779592,0.779592,0.6803
9.776165364e-05,0.632343,0.632343,0.683571
0.0001060949869,0.457458,0.457458,0.661842
0.0001144283203,0.26258,0.26258,0.615304
0.0001227616536,0.0562261,0.0562261,0.545353
0.0001310949869,-0.152585,-0.152585,0.454505
0.0001394283203,-0.354728,-0.354728,0.346276
0.0001477616536,-0.541368,-0.541368,0.225008
0.0001560949869,-0.704347,-0.704347,0.0956783
0.0001644283203,-0.836542,-0.836542,-0.0363372
0.0001727616536,-0.932177,-0.932177,-0.165501
0.0001810949869,-0.987071,-0.987071,-0.286364
0.0001894283203,-0.998826,-0.998826,-0.39381
0.0001977616536,-0.966927,-0.966927,-0.483282
0.0002060949869,-0.892768,-0.892768,-0.55099
0.0002144283203,-0.779592,-0.779592,-0.594073
0.0002227616536,-0.632343,-0.632343,-0.610733
0.0002310949869,-0.457458,-0.457458,-0.600313
0.0002394283203,-0.26258,-0.26258,-0.563329
0.0002477616536,-0.0562261,-0.0562261,-0.501448
0.0002560949869,0.152585,0.152585,-0.417417
0.0002644283203,0.354728,0.354728,-0.314946
0.0002727616536,0.541368,0.541368,-0.198543
0.0002810949869,0.704347,0.704347,-0.0733225
0.0002894283203,0.836542,0.836542,0.0552218
0.0002977616536,0.932177,0.932177,0.181453
0.0003060949869,0.987071,0.987071,0.299839
0.0003144283203,0.998826,0.998826,0.405193
0.0003227616536,0.966927,0.966927,0.492898
0.0003310949869,0.892768,0.892768,0.559112
0.0003394283203,0.779592,0.779592,0.600934
0.0003477616536,0.632343,0.632343,0.616529
0.0003560949869,0.457458,0.457458,0.605209
0.0003644283203,0.26258,0.26258,0.567465
0.0003727616536,0.0562261,0.0562261,0.504941
0.0003810949869,-0.152585,-0.152585,0.420368
0.0003894283203,-0.354728,-0.354728,0.317439
0.0003977616536,-0.541368,-0.541368,0.200649
0.0004060949869,-0.704347,-0.704347,0.0751015
0.0004144283203,-0.836542,-0.836542,-0.0537191
0.0004227616536,-0.932177,-0.932177,-0.180184
0.0004310949869,-0.987071,-0.987071,-0.298767
0.0004394283203,-0.998826,-0.998826,-0.404287
0.0004477616536,-0.966927,-0.966927,-0.492133
0.0004560949869,-0.892768,-0.892768,-0.558466
0.0004644283203,-0.779592,-0.779592,-0.600388
0.0004727616536,-0.632343,-0.632343,-0.616067
0.0004810949869,-0.457458,-0.457458,-0.604819
0.0004894283203,-0.26258,-0.26258,-0.567135
0.0004977616536,-0.0562261,-0.0562261,-0.504663
0.0005060949869,0.152585,0.152585,-0.420134
0.0005144283203,0.354728,0.354728,-0.317241
0.0005227616536,0.541368,0.541368,-0.200482
0.0005310949869,0.704347,0.704347,-0.0749599
0.0005394283203,0.836542,0.836542,0.0538387
0.0005477616536,0.932177,0.932177,0.180285
0.0005560949869,0.987071,0.987071,0.298853
0.0005644283203,0.998826,0.998826,0.404359
0.0005727616536,0.966927,0.966927,0.492194
0.0005810949869,0.892768,0.892768,0.558518
0.0005894283203,0.779592,0.779592,0.600432
0.0005977616536,0.632343,0.632343,0.616104
0.0006060949869,0.457458,0.457458,0.60485
0.0006144283203,0.26258,0.26258,0.567162
0.0006227616536,0.0562261,0.0562261,0.504685
0.0006310949869,-0.152585,-0.152585,0.420152
0.0006394283203,-0.354728,-0.354728,0.317256
0.0006477616536,-0.541368,-0.541368,0.200495
0.0006560949869,-0.704347,-0.704347,0.0749712
0.0006644283203,-0.836542,-0.836542,-0.0538291
0.0006727616536,-0.932177,-0.932177,-0.180277
0.0006810949869,-0.987071,-0.987071,-0.298846
0.0006894283203,-0.998826,-0.998826,-0.404353
0.0006977616536,-0.966927,-0.966927,-0.492189
0.0007060949869,-0.892768,-0.892768,-0.558513
0.0007144283203,-0.779592,-0.779592,-0.600428
0.0007227616536,-0.632343,-0.632343,-0.616101
