"TIME","R1(1)","R1(1)","R2(1)"
0,0,0,0
9.523809524e-08,0.00209437,0.00209437,3.99007e-06
1.032482926e-07,0.00227052,0.00227052,4.35383e-06
1.192686875e-07,0.00262283,0.00262283,5.14891e-06
1.513094771e-07,0.00332743,0.00332743,7.06332e-06
2.153910564e-07,0.00473665,0.00473665,1.22312e-05
3.43554215e-07,0.00755507,0.00755507,2.79486e-05
5.998805322e-07,0.0131912,0.0131912,8.08632e-05
1.112533167e-06,0.0244634,0.0244634,0.00027204
2.137838435e-06,0.0469962,0.0469962,0.000991047
4.188448973e-06,0.0919786,0.0919786,0.00373759
8.289670047e-06,0.181291,0.181291,0.0141593
1.631843173e-05,0.351208,0.351208,0.0512594
2.584224126e-05,0.538201,0.538201,0.118537
3.536605078e-05,0.701671,0.701671,0.204106
4.48898603e-05,0.834475,0.834475,0.300393
5.441366983e-05,0.930809,0.930809,0.399837
6.393747935e-05,0.986461,0.986461,0.495264
7.346128888e-05,0.999001,0.999001,0.58015
8.29850984e-05,0.96788,0.96788,0.648835
9.250890792e-05,0.894457,0.894457,0.696708
0.0001020327174,0.781943,0.781943,0.72035
0.0001115565269,0.635253,0.635253,0.717632
0.0001210803364,0.460801,0.460801,0.687773
0.000130604146,0.266209,0.266209,0.631334
0.0001401279555,0.0599819,0.0599819,0.55017
0.000149651765,-0.148866,-0.148866,0.447323
0.0001591755745,-0.351208,-0.351208,0.326873
0.0001686993841,-0.538201,-0.538201,0.193741
0.0001782231936,-0.701671,-0.701671,0.0534633
0.0001877470031,-0.834475,-0.834475,-0.0880616
0.0001972708126,-0.930809,-0.930809,-0.22484
0.0002067946222,-0.986461,-0.986461,-0.351053
0.0002163184317,-0.999001,-0.999001,-0.461314
0.0002258422412,-0.96788,-0.96788,-0.55091
0.0002353660507,-0.894457,-0.894457,-0.616016
0.0002448898603,-0.781943,-0.781943,-0.653857
0.0002544136698,-0.635253,-0.635253,-0.662841
0.0002639374793,-0.460801,-0.460801,-0.642624
0.0002734612888,-0.266209,-0.266209,-0.594131
0.0002829850983,-0.0599819,-0.0599819,-0.519514
0.0002925089079,0.148866,0.148866,-0.422062
0.0003020327174,0.351208,0.351208,-0.306057
0.0003115565269,0.538201,0.538201,-0.176589
0.0003210803364,0.701671,0.701671,-0.0393294
0.000330604146,0.834475,0.834475,0.0997082
0.0003401279555,0.930809,0.930809,0.234437
0.000349651765,0.986461,0.986461,0.358961
0.0003591755745,0.999001,0.999001,0.46783
0.0003686993841,0.96788,0.96788,0.55628
0.0003782231936,0.894457,0.894457,0.62044
0.0003877470031,0.781943,0.781943,0.657503
0.0003972708126,0.635253,0.635253,0.665846
0.0004067946222,0.460801,0.460801,0.6451
0.0004163184317,0.266209,0.266209,0.596171
0.0004258422412,0.0599819,0.0599819,0.521195
0.0004353660507,-0.148866,-0.148866,0.423447
0.0004448898603,-0.351208,-0.351208,0.307199
0.0004544136698,-0.538201,-0.538201,0.177529
0.0004639374793,-0.701671,-0.701671,0.0401044
0.0004734612888,-0.834475,-0.834475,-0.0990696
0.0004829850983,-0.930809,-0.930809,-0.233911
0.0004925089079,-0.986461,-0.986461,-0.358528
0.0005020327174,-0.999001,-0.999001,-0.467473
0.0005115565269,-0.96788,-0.96788,-0.555985
0.0005210803364,-0.894457,-0.894457,-0.620198
0.000530604146,-0.781943,-0.781943,-0.657303
0.0005401279555,-0.635253,-0.635253,-0.665681
0.000549651765,-0.460801,-0.460801,-0.644964
0.0005591755745,-0.266209,-0.266209,-0.596059
0.0005686993841,-0.0599819,-0.0599819,-0.521103
0.0005782231936,0.148866,0.148866,-0.423371
0.0005877470031,0.351208,0.351208,-0.307136
0.0005972708126,0.538201,0.538201,-0.177477
0.0006067946222,0.701671,0.701671,-0.0400619
0.0006163184317,0.834475,0.834475,0.0991046
0.0006258422412,0.930809,0.930809,0.23394
0.0006353660507,0.986461,0.986461,0.358551
0.0006448898603,0.999001,0.999001,0.467492
0.0006544136698,0.96788,0.96788,0.556002
0.0006639374793,0.894457,0.894457,0.620211
0.0006734612888,0.781943,0.781943,0.657314
0.0006829850983,0.635253,0.635253,0.66569
0.0006925089079,0.460801,0.460801,0.644972
0.0007020327174,0.266209,0.266209,0.596065
0.0007115565269,0.0599819,0.0599819,0.521108
0.0007210803364,-0.148866,-0.148866,0.423375
0.000730604146,-0.351208,-0.351208,0.30714
0.0007401279555,-0.538201,-0.538201,0.17748
0.000749651765,-0.701671,-0.701671,0.0400642
0.0007591755745,-0.834475,-0.834475,-0.0991027
0.0007686993841,-0.930809,-0.930809,-0.233939
0.0007782231936,-0.986461,-0.986461,-0.35855
0.0007877470031,-0.999001,-0.999001,-0.467491
0.0007972708126,-0.96788,-0.96788,-0.556001
0.0008067946222,-0.894457,-0.894457,-0.62021
